,candidateId,market,ministry,hospital,unit,room,flexId,blockName,releaseDays,type,dow,wom1,wom2,wom3,wom4,wom5,start_time,end_time,name,start_date,end_date,state,blockDate,releaseDate,releaseStatus,autorelease,manualRelease
425,4270472-270572864,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,689015,"OR Williams, Laura STM ST OR",2.0,,4,3,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-18,False,False,False
439,4270213-270545558,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,693009,OR ROBOT ALL STM ST OR,0.0,,4,3,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-20,False,False,False
551,4264037-266758128,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,2.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-18,False,False,False
319,4269694-270087525,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,633009,"OR Dray, Robert MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
34,4255769-262890172,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,438001,"OR Houck MD, Ward V MT OR",1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-19,False,False,False
229,4255764-262889980,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,123005,"OR Hazley, Andrew MT",3.0,,4.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-17,False,False,False
317,4269714-270091849,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,647009,OR MSS VASCULAR,1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-19,False,False,False
321,4269707-270090629,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,125005,OR MMC GEN MT,3.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-17,False,False,False
253,4268306-269129423,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-20,False,False,False
256,4268378-269166671,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-20,False,False,False
320,4269721-270093609,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,611013,"OR Bass, Robert MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T12:15:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
323,4269726-270093924,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,123011,"OR Williams, Mel MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T12:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
207,4255782-262890860,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
318,4269735-270096879,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,591011,OR Robot MMC Gyn MT,3.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-17,False,False,False
160,4182112-234696356,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,595011,OR Wear/Mcgowan MT,7.0,,4,3,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T11:15:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
39,4255802-262892160,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,675017,"OR Eli, Ilyas M STR",7.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-13,False,False,False
325,4269828-270238370,TENNESSEE,TNNAS,1137984,MT OR,MT OR 17,683009,OR ORTHO TRAUMA STR,1.0,,4,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T19:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-20,2023-07-19,False,False,False
501,4231585-253008646,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-12,False,False,False
505,4201621-242303115,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,253001,"OR O'Shaughnessy, Brian A BH OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T12:00:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-27T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-12,False,False,False
468,4231605-253011279,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,535003,"OR Snowden, Ryan STM OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T08:00:00.000Z,2023-05-26T12:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-12,False,False,False
461,4213483-246858103,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-28T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
473,4201578-242299484,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,112031,"OR McCord, David BH",9.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-08-24T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-12,False,False,False
513,4259581-263886624,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,679009,"OR McCord, David STM ST OR",9.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T08:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-07T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-12,False,False,False
560,4264053-266787385,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-03-26T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
412,4270238-270547389,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,693009,OR ROBOT ALL STM ST OR,0.0,,5,3,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
451,4270482-270589332,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,479003,OR STMP GYNONC STM,2.0,,5.0,3.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-19,False,False,False
432,4270276-270550268,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,479003,OR STMP GYNONC STM,2.0,,5.0,3.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-19,False,False,False
558,4264042-266759256,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,2.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-19,False,False,False
309,4268998-269469191,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,125007,OR MTUS MT,7.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-14,False,False,False
280,4268968-269467156,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,199005,"OR Rich, Stephen A MT",3.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-18,False,False,False
290,4268978-269468143,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,479001,"OR Bensley, Rodney Paul STR",1.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:45:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-20,False,False,False
314,4268988-269468574,TENNESSEE,TNNAS,1137984,MT OR,MT OR 04,104005,OR ORTHO 1 MT,0.0,,5.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
252,4268310-269129565,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
261,4268382-269166681,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-21,False,False,False
307,4269008-269469882,TENNESSEE,TNNAS,1137984,MT OR,MT OR 08,125007,OR MTUS MT,7.0,,5,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T13:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-14,False,False,False
108,4255841-262916576,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,5,1,3.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-14,False,False,False
46,4182290-234833031,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,123003,OR Robot Akins MT,7.0,,5,3,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-21,2023-07-14,False,False,False
6,4267704-268274867,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,430001,"OR Jones MD, Jason A  BH JRI",11.0,,1.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
140,4265681-267468821,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,430001,"OR Jones MD, Jason A  BH JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:30:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
27,4265779-267500383,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,418001,"OR Smith, Stuart BH JRI",11.0,,1,1,3.0,4.0,5.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
210,4263848-266479866,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 05,418001,"OR Smith, Stuart BH JRI",11.0,,1,1,3.0,4.0,5.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
16,4265968-267531948,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 06,557001,"OR Carpenter, William STM JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
85,4266112-267536141,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 07,557001,"OR MAKO-Carpenter, W BH JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:30:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
43,4266251-267700004,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,420007,"OR Haslam, Jason BH JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T08:30:00.000Z,2023-05-26T12:30:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
178,4266252-267700006,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 08,420019,"OR Raab, Gregory BH JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T12:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
95,4267632-268144045,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 09,420007,"OR Haslam, Jason BH JRI",11.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T12:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
666,4277620-275655363,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 01,701009,"OR Logan, Chine STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-22T07:30:00.000Z,2023-06-22T16:00:00.000Z,,2023-07-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
670,4277625-275656316,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 02,701009,"OR Logan, Chine STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T08:00:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
478,4231565-253006827,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 03,253001,"OR O'Shaughnessy, Brian A BH OR",11.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
477,4201647-242304491,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 04,535005,OR Howell-Allen Clinic STM OR,11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
467,4231590-253009491,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 05,575001,"OR Parker, Scott BH OR",11.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2022-11-21T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
459,4213483-246858103,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 07,663019,OR Urology STM ST OR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2022-08-28T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-24,False,False,False
458,4201703-242435021,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 08,112031,"OR McCord, David BH",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
496,4201571-242298701,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 09,112031,"OR McCord, David BH",11.0,,1,1,2.0,3.0,4.0,5.0,2023-06-21T07:30:00.000Z,2023-06-21T17:00:00.000Z,,2023-07-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
531,4263908-266573674,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 10,687017,"OR Rosen DO, Marc STM ST OR",0.0,,1,2,4.0,-1.0,-1.0,-1.0,2023-05-26T12:00:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-23T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-24,False,False,False
634,4271403-272421360,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 12,687013,"OR Lynch, George STM ST OR",11.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T12:00:00.000Z,,2023-05-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
633,4271388-272169838,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 15,687013,"OR Lynch, George STM ST OR",11.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:00:00.000Z,,2023-06-05T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
361,4269801-270190477,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 16,479003,OR STMP GYNONC STM,4.0,,1,4,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-20,False,False,False
346,4270115-270539374,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 17,479003,OR STMP GYNONC STM,4.0,,1.0,4.0,-1.0,-1.0,-1.0,-1.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-02T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-20,False,False,False
437,4269979-270448852,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR 18,687021,"OR Suryadevara MD, Sree STM ST OR",4.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-20,False,False,False
534,4264017-266752045,TENNESSEE,TNNAS,592210,STM ST OR,STM ST OR Hybrid,112065,OR Vascular 1 BH,4.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:30:00.000Z,2023-05-26T15:30:00.000Z,,2023-03-25T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-20,False,False,False
159,4182512-235198736,TENNESSEE,TNNAS,1137984,MT OR,MT Cysto,179005,"OR Jackson, Chad MT",7.0,,1.0,1.0,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-17,False,False,False
122,4263671-266176844,TENNESSEE,TNNAS,1137984,MT OR,MT OR 01,125005,OR MMC GEN MT,5.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-03-22T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-19,False,False,False
660,4277595-275421652,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,199005,"OR Rich, Stephen A MT",5.0,,1,2,4.0,-1.0,-1.0,-1.0,2023-06-17T07:15:00.000Z,2023-06-17T11:15:00.000Z,,2023-06-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-19,False,False,False
661,4277600-275421762,TENNESSEE,TNNAS,1137984,MT OR,MT OR 02,523003,"OR Keith, Lindsay MT OR",5.0,,1,2,4.0,5.0,-1.0,-1.0,2023-06-17T11:15:00.000Z,2023-06-17T17:00:00.000Z,,2023-06-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-19,False,False,False
82,4181485-234493726,TENNESSEE,TNNAS,1137984,MT OR,MT OR 03,326001,"OR Gowda, Ramesh MT",3.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-21,False,False,False
264,4268050-268949516,TENNESSEE,TNNAS,1137984,MT OR,MT OR 05,675009,OR Cardiac STR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-24,False,False,False
262,4268366-269166337,TENNESSEE,TNNAS,1137984,MT OR,MT OR 06,675009,OR Cardiac STR,0.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-24,False,False,False
324,4269835-270240107,TENNESSEE,TNNAS,1137984,MT OR,MT OR 09,683009,OR ORTHO TRAUMA STR,3.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T19:00:00.000Z,,2023-05-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-21,False,False,False
37,4255633-262787213,TENNESSEE,TNNAS,1137984,MT OR,MT OR 10,611009,"OR Lien, George MT",7.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-17,False,False,False
647,4273570-272827896,TENNESSEE,TNNAS,1137984,MT OR,MT OR 14,687051,OR ROBOT ALL STR,11.0,,1,4,5.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-05-23T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-13,False,False,False
234,4255680-262828602,TENNESSEE,TNNAS,1137984,MT OR,MT OR 15,675013,"OR Rampp, Nadine STR Robot",7.0,,1,1,4.0,-1.0,-1.0,-1.0,2023-05-26T07:15:00.000Z,2023-05-26T15:00:00.000Z,,2023-02-20T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-17,False,False,False
21,4181590-234519315,TENNESSEE,TNNAS,1137984,MT OR,MT OR 16,645009,OR Eli/Shirzadi MT,7.0,,1,1,2.0,3.0,4.0,5.0,2023-05-26T07:15:00.000Z,2023-05-26T17:00:00.000Z,,2022-01-01T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-24,2023-07-17,False,False,False
53,4267739-268348540,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 02,420019,"OR Raab, Gregory BH JRI",11.0,,2.0,1.0,2.0,3.0,4.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T15:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
81,4267727-268342804,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 03,420019,"OR Raab, Gregory BH JRI",11.0,,2.0,1.0,2.0,3.0,4.0,-1.0,2023-05-26T08:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
15,4267749-268351039,TENNESSEE,TNNAS,592210,BH JRI,BH JRI 04,420009,"OR Kurtz, William BH JRI",11.0,,2,2,4.0,-1.0,-1.0,-1.0,2023-05-26T07:00:00.000Z,2023-05-26T16:00:00.000Z,,2023-04-17T00:00:00.000Z,2100-12-31T00:00:00.000Z,ACTIVE,2023-07-25,2023-07-14,False,False,False
